Green grows the holly,Bridge,,,SATB,TRUE,,,Cab 2 C57,
Grieve not the holy spirit,Lloyd,,,SATB,TRUE,,,Shelf,AUPS1
Hail gladdening light,Shaw,Geoffrey,,SATB,TRUE,,,Shelf,SB7
Hail gladdening light,Shaw,Geoffrey,,SATB,TRUE,,,Cab 1 18,
Hail gladdening light,Wood,,,SATB,TRUE,,,Cab 4 16,
Hail glorious spirits,Tye,,,SATB,FALSE,,,Shelf,CB10
Hail glorious spirits,Tye,,,SATB,FALSE,,,Cab 4 8,
Hail O living lamb of God,Franck,Peter,,SATB,TRUE,,,Shelf,MFHC
Hail true body,Byrd,,,SATB,FALSE,,,Shelf,MFHC
Hail true body,Vittoria,,,SATB,FALSE,,,Shelf,MFHC
Hail true body,Adap from plainchant,,,SATB,TRUE,,,Shelf,MFHC
Hail virgin Mary,Liszt,Franz,,S(A)(T)(B),TRUE,,,Shelf,FA1
"Hail, Virgin Mary",Liszt,Franz,,S(A)(T)(B),TRUE,,,Shelf,FA1
Hallelujah chorus,Handel,,,SATB,TRUE,,,Cab 1 80,
Hallelujah my father,Cullen,Tim,,SATB,TRUE,,,Shelf,SWAMS
Hark the glad sound,Walford Davies,,,SATB,TRUE,,,Shelf,CAB
Hark the glad sound,Thorne,David,,S(A)(Men),TRUE,,,Shelf,FA1
Hark what a sound,Terry,Richard,,SATB,TRUE,,,Shelf,E&EL2017
Harvest Carol,Ray,Ian,,S(A)(T)(B),FALSE,,,Shelf,FA1
"Haste thee, O God",Batten,Adrian,,SATB,TRUE,,,Shelf,AFC1
Have mercy upon me O God,Tomkins,,,SATB,FALSE,,,Cab 2 3A,
He delivered the poor,Parry,,,SATB,TRUE,,,Shelf,AUPS1
He is blessed that cometh,Mozart,,,SATB,TRUE,,,Shelf,CAB
He is risen,Whitlock,,,SATB,TRUE,,,Shelf,AWTEFC
He is Risen,Cope,Cecil,,V12,TRUE,,,Shelf,FA1
He that in tears soweth,Hiller,,,SATB,TRUE,,,Cab 1 132,
He that is down (Shepherd boys song),Healey,Derek,,SATB,TRUE,,,Shelf,CSB5
He that shall endure,Mendelssohn,,,SATB,TRUE,,,Shelf,CAB
He that shall endure,Mendelssohn,,,SATB,TRUE,,,Shelf,CSB5
"He,whom angels worship",Trad Irish,,Alan Bullard,V 1 2,TRUE,,,Shelf,EFA
"Hear Lord, Lord make haste to help us",Tschaikowsky,,,SATB,TRUE,,,Shelf,CAB
Hear my prayer,Mendelssohn,,,SATB,TRUE,,,Cab 3 29,
Hence thou noisome serpent,Bach,,,SATB,TRUE,,,Shelf,CAB
Here is the little door,Howells,Herbert,,SATB,TRUE,,,Cab 1 70,
Here O my Lord,Whitlock,,,SATB,TRUE,,,Shelf,MFHC
Here while the cherubim,Jordan,John,,SATB,FALSE,,,Shelf,E&EL2017
Hereford (descant),How,Martin,Martin How,SATB,TRUE,,,Cab 2 86,
Hide not thou thy face,Farrant,,,SATB,FALSE,,,Shelf,CAB
Hide not thou thy face,Farrant,,,SATB,FALSE,,,Shelf,CSB3
Hide not thou thy face,Farrant,Richard,,S(A)(Men),FALSE,,,Shelf,FA1
Hide not thou thy face,Farrant,,,SATB,FALSE,,,Cab 1 46,
Hillside carol,Bullard,,,SATB,TRUE,Christmas,,Cab 2 C100,
Hodie christus natus est,Poulenc,,,SATB,TRUE,Christmas,,Cab 2 C58,
Hodie christus natus est,Sweelinck,,,SATB,FALSE,Christmas,,Cab 2 C59,
Holly and the ivy,Walford Davies,,,SATB,TRUE,Christmas,,Cab 1 C8,
Holy communion rite B,Ives,,,SATB,TRUE,,,Cab 4,
Holy ghost dispel our sadness,Bach,,,SATB,TRUE,,,Cab 1 69,
Holy holy holy,Schubert,,,SATB,FALSE,,,Shelf,CAB
Holy holy holy,Tschaikowsky,,,SATB,TRUE,,,Shelf,CAB
Holy holy holy,Owens,,,SATB,TRUE,,,Shelf,SWAMS
Holy holy holy,Schubert,,,SATB,FALSE,,,Cab 2 6A,
Holy holy holy holy is the Lord,Schubert,Franz,,S(A)(T)(B),TRUE,,,Shelf,FA1
Holy holy holy is the Lord,Warden,Norman,,SATB,TRUE,,,Shelf,SWAMS
Holy holy holy lord god almighty,Smith,Alan,,S(A)(Men),TRUE,,,Shelf,FA1
Holy holy holy the Lord God is holy,Warden,Norman,,SATB,TRUE,,,Shelf,SWAMS
Holy is the true light,Harris,,,SATB,TRUE,,,Shelf,FSB7
Holy is the true light,Harris,William,,SATB,FALSE,,,Shelf,SHSJ
Hosanna to the son of David,Hutchings,,,SATB,TRUE,,,Shelf,AWTEFC
Hosanna to the son of David,Bullard,Alan,,S(A)(T)(B),FALSE,,,Shelf,EFA
Hosanna to the son of David,Telemann,Georg,,S(A)(Men),TRUE,,,Shelf,FA1
Hosanna to the son of David,Gibbons,,,SATB,FALSE,,,Cab 2 54,
Hosianna dem sohne Davids,Gesius,,,SATB,FALSE,,,Shelf,AWTEFC
How beauteous are their feet,Stanford,,,SATB,TRUE,,,Cab 1 4A,
How dear are thy councils,Crotch,William,,SATB,TRUE,,,Cab 2 79,
How far is it to Bethlehem,Shaw,Geoffrey,,SATB,TRUE,Christmas,,Cab 1 C40,
How far is it to Bethlehem,Wilcocks,David,,SATB,TRUE,Christmas,,Cab 2 29,
How glorious Sions courts appear,Tye,,,SATB,FALSE,,,Shelf,CSB2
How goodly are thy tents,Ouseley,,,SATB,FALSE,,,Shelf,AFC1
How lovely are the messengers,Mendelssohn,,,SATB,TRUE,,,Cab 1 68,
How lovely are thy dwellings,Brahms,,,SATB,TRUE,,,Cab 1 79,
How lovely are thy dwellings,Spohr,,,SATB,TRUE,,,Cab 1 79,
How lovely are thy dwellings,Rawsthorne,,,SATB,TRUE,,,Cab 1 79,
How shall I sing that majesty,Tye,,,SATB,FALSE,,,Cab 1 35,
Hymn for St Margaret,Headingley,,,SATB,TRUE,,,Cab 2 20,
Hymn of victory,How,Martin,,SATB,TRUE,,,Shelf,SWD
Hymn to the trinity,Tchaikowski,,,SATB,TRUE,,,Cab 1 11,
Hymn to the virgin,Britten,,,SATB,TRUE,Christmas,,Cab 2 C60,
I am the bread of life,Toolah,Suzanne,,SATB,TRUE,,,Shelf,SWAMS
I believe,Moore,Philip,,C,TRUE,,,Shelf,EFA
I give you a new commandment,Nardone,Peter,,SATB,TRUE,,,Shelf,E&EL2017
I give you a new commandment,Aston,Peter,,SS,TRUE,,,Shelf,EAC2
I heard a voice from heaven,Goss,,,SATB,TRUE,,,Shelf,CAB
I know that my redeemer lives,Bach,,,SATB,TRUE,,,Shelf,CAB
I know that my redeemer lives,Handel,,,SATB,TRUE,,,Cab 1 32,
I love the Lord,Harvey,Jonathon,,SSAATTBB,FALSE,,,Shelf,EAC1
I sat down under his shadow,Bairstow,Edward,,SATB,FALSE,,,Shelf,AFC1
I saw a maiden,Pettman,Edgar,,SATB,TRUE,,,Cab 2 C63,
I saw the Lord,Stainer,,,SATB,TRUE,,,Cab 2 7A,
I saw three ships,Preston,Simon,,SATB,TRUE,Christmas,,Cab 2 C65,
I saw three ships,Trad,,,SATB,TRUE,Christmas,,Cab 2 C64,
I saw water,Mode VIII,,,SATB,TRUE,,,Shelf,AWTEFC
I sing of a maiden,Hadley,Patrick,,SATB,TRUE,Christmas,,Shelf,AUPS2
I sing of a maiden,-,,OBC,SATB,TRUE,Christmas,,Cab 1 C36,
I vow to thee,Holst,,,SATB,TRUE,,,Cab 1 14,
I waited for the Lord,Mendelssohn,,,SATB,TRUE,,,Cab 3 26,
I was glad,Warren,Norman,,SATB,TRUE,,,Shelf,SWAMS
I was glad,Parry,,,SATB,TRUE,,,Cab 2 56,
I will lift up mine eyes,Mawby,Colin,,S,TRUE,,,Shelf,EAC2
I will not leave you,Byrd,,,SATB,FALSE,,,Cab 2 94,
I will sing with the spirit,Rutter,,,SATB,TRUE,,,Shelf,RSCM fest 1995
If we believe that Jesus died,Goss,,,SATB,TRUE,,,Shelf,CAB
If ye love me,Tallis,Thomas,,SATB,FALSE,,,Shelf,CAB
If ye love me,Archer,Malcolm,,S(A)(Men),TRUE,,,Shelf,EFA
If ye love me,Tallis,Thomas,,SATB,FALSE,,,Cab 1 51,
In a field as I lay,Morris,,,SATB,TRUE,,,Cab 2 C61,
In dulci jubilo,Gesius,,,SATB,TRUE,Christmas,,Cab 1 C30,
In dulci jubilo GL,Pearsall,,,SATB,FALSE,Christmas,,Cab 1 36,
In honour of Christmas,Rose,Michael,,SATB,TRUE,Christmas,,Cab 2 C62,
In my heart,American spiritual,,Alan Bullard,S(A)(T)(B),TRUE,,,Shelf,EFA
In paradisum,Willcocks,Jonathon,,SS,TRUE,,,Shelf,EAC2
In the bleak midwinter,Darke,,,SATB,TRUE,Christmas,,Cab 1 C38,
In the bleak midwinter,Holst,,,SATB,TRUE,Christmas,,Cab 1 C28,
In the departure of the Lord,Bull,,,SATB,TRUE,,,Shelf,AWTEFC
In the heart where love,Plainsong,,Barnard,SATB,TRUE,,,Shelf,AWTEFC
In the sight of the unwise,Mares,,,SATB,TRUE,,,Shelf,AUPS1
In thee is gladness,Gastoldi,,Ley,SATB,TRUE,,,Shelf,CSB2
In thee is gladness,Stanford,Charles,,SATB,TRUE,,,Cab 2 2,
Infant so gentle,Stainer,John,,SATB,TRUE,Christmas,,Cab 2 C54,
Ingrediente domino,Malcolm,,,SATB,TRUE,,,Shelf,AWTEFC
Into the world of sorrow,Buck,,,SATB,TRUE,,,Shelf,CAB
Irish Blessing,Chilcott,Bob,,S(A)(Men),TRUE,,,Shelf,FA1
Is it nothing to you,Ouseley,,,SATB,TRUE,,,Shelf,CAB
Is it nothing to you,Ouseley,,,SATB,TRUE,,,Shelf,COC
Isti sunt sancti,Dering,Richard,,SATB,FALSE,,,Shelf,Three latin anthems
It is finished,Bach,,,SATB,TRUE,,,Shelf,RSCM Gildford fest
It is my prayer,How,,,SATB,TRUE,,,Cab 1 115,
Jesu dulcis memoris,Drayton,Paul,,SATB,FALSE,,,Shelf,AC420th
Jesu grant me this,Bairstow,,Gibbons,SATB,TRUE,,,Shelf,AWTEFC
Jesu joy,Parry,,,SATB,TRUE,,,Cab 1 12,
Jesu joy and treasure,Bach,,,SATB,TRUE,,,Shelf,CAB
Jesu joy of mans desiring,Bach,,,SATB,TRUE,,,Shelf,CAB
Jesu joy of mans desiring,Bach,,,SATB,TRUE,,,Cab 1 12,
Jesu joyaunce,Lindley,Simon,,SATB,TRUE,,,Cab 1 65,
Jesu lamb of God redeemer,Byrd,,,SATB,FALSE,,,Shelf,CAB
Jesu lamb of God redeemer,Mozart,,,SATB,TRUE,,,Shelf,CAB
Jesu lead my footsteps ever,Bach,,,SATB,TRUE,,,Shelf,CAB
Jesu the very thought is sweet,Vittoria,,,SATB,FALSE,,,Shelf,CAB
Jesu the very thought is sweet,Cantiones,,Wood,SATB,FALSE,,,Shelf,CAB
Jesu the very thought is sweet,Cantiones,,Wood,SATB,FALSE,,,Cab 2 3,
Jesu the very thought of thee,Bairstow,,,SATB,TRUE,,,Shelf,CAB
Jesu the very thought of thee,Bairstow,,,SATB,TRUE,,,Shelf,FSB7
Jesu the very thought of thee,Vittoria,,,SATB,TRUE,,,Shelf,MFHC
Jesu the virgins crown do thou,Mode VIII,,,SATB,TRUE,,,Cab 2 21,
Jesu word of God incarnate,Elgar,,,SATB,TRUE,,,Cab 1 19,
Jesu word of God incarnate,Mozart,,,SATB,TRUE,,,Cab 1 103,
"Jesu, dulcis memoria",Victoria,,,SATB,FALSE,,,Shelf,ESM
Jesus Christ the apple tree,Holman,,,SATB,TRUE,,,Shelf,AUPS1
Jesus Christ the apple tree,Piccolo,Anthony,,SATB (div),TRUE,,,Shelf,EAC1
Jesus Christ the apple tree,Holman,Derek,,S,TRUE,,,Shelf,EAC2
Jesus Christ the apple tree,Anon,,Bullard Alan,S(A)(Men),TRUE,,,Shelf,FA1
Jesus lamb of God Redeemer (Ave Verum),Elgar,Edward,,S(A)(Men),TRUE,,,Shelf,FA1
Jesus stand among us,Green,,,SATB,TRUE,,,Shelf,RSCM fest 1995
Jesus the very thought of thee,Tye,,,SATB,FALSE,,,Shelf,FSB5
Joseph and the angel,Terry,,,SATB,TRUE,,,Cab 1 C5,
Joy is come,Greman 1360,,Carter,SATB,TRUE,,,Shelf,AWTEFC
Joy to World (Psalm 98),,,William Llewellyn,SATB,TRUE,,,Shelf,KoGKoP
Jubilate,Britten,,,SATB,TRUE,,,Cab 1 48,
Jubilate,Boyce,,,SATB,TRUE,,,Cab 1 99,
Jubilate,Stanford,,,SATB,TRUE,,,Cab 1 99,
Jubilate deo,Gabrieli,Giovanni,,SSAATTBB,TRUE,,,Shelf,ESM
Jubilate Deo,Mozart,Wolfgang,,V1 2 (3) (4),FALSE,,,Shelf,FA1
Jubilate everybody,Dunn,Fred,,SATB,TRUE,,,Shelf,SWAMS
Jubilate in C,Britten,Benjamin,,SATB,TRUE,,,Shelf,FA1
Judge eternal,Marchant,Stanley,,SATB,TRUE,,,Shelf,CAB
Justorum animae,Stanford,,,SATB,FALSE,,,Cab 2 57,
Justus cor suum tradidit,Dering,Richard,,SATB,TRUE,,,Shelf,Two part latin anthems
Kantate 106,Bach,,,SATB,TRUE,,,Shelf,
King Jesus hath a garden,Dutch carol,,Wood Charles,SATB,TRUE,,,Cab 2 C66,
King of glory king of peace,Bach,,,SATB,TRUE,,,Shelf,CAB
King of glory king of peace,Bach,,,SATB,TRUE,,,Cab 1 15,
King of the ages almighty God,Townend,Stuart,,SATB,TRUE,,,Shelf,SHSJ
Kyrie (from Johannesburg setting),Bertalot,,,SATB,TRUE,,,Shelf,RSCM fest 1995
Kyrie from Missa Brevis,Dove,Jonathan,,SATB,TRUE,,,Shelf,SHSJ
Kyrie from the mass in the phrygian mode,Wood,Charles,,SATB,FALSE,,,Shelf,SHSJ
Land of hope and glory,Elgar,,,SATB,TRUE,,,Cab 1 107,
Laudate dominum,Sweelinck,,,SSATB,TRUE,,,Shelf,ESM
Laudate dominum,Mozart,,,SATB,TRUE,,,Cab 1 6A,
Lead me Lord,Wesley,,,SATB,TRUE,,,Shelf,12EA
Lead me Lord,Wesley,,,SATB,TRUE,,,Shelf,CAB
Lead me Lord,Wesley,,,SATB,TRUE,,,Cab 1 1,
"Lead me, Lord",Wesley,,,SATB,TRUE,,,Shelf,AFC1
"Lead me,Lord",Blackwell,David,,S(A)(T)(B),TRUE,,,Shelf,EFA
Lent prose,Mode V,,,SATB,TRUE,,,Shelf,AWTEFC
Let all mortal flesh keep silence,Bairstow,Edward,,SATB,FALSE,,,Shelf,AC420th
Let all mortal flesh keep silence,Bairstow,,,SATB,TRUE,,,Shelf,FSB 1961/62
Let all mortal flesh keep silence,Bairstow,,,SATB,TRUE,,,Cab 2 58,
Let all mortal flesh keep silent,Anon,,Cleobury Stephen,V1(2),TRUE,,,Shelf,FA1
Let all mortal flesh keep silent,Bairstow,Edward,,SATB,FALSE,,,Shelf,KoGKoP
"Let all people praise you, Lord",Trad Kenyan,,Alan Bullard,Solo V1 (23),FALSE,,,Shelf,EFA
Let all the world in every corner sing,Leighton,Kenneth,,SSATB,TRUE,,,Shelf,EAC1
Let my prayer,Blow,John,,SATB,TRUE,,,Shelf,AFC1
"Let the people praise thee, O God",Mathias,William,,SATB,TRUE,,,Shelf,EAC1
Let the priests make offering,Byrd,,,SATB,TRUE,,,Shelf,MFHC
Let their celestial concerts,Handel,,,SATB,TRUE,,,Cab 2 43,
Let thy blood in mercy poured,Bach,,,SATB,TRUE,,,Shelf,MFHC
Let thy merciful ears O Lord,Weelkes,,,SATB,TRUE,,,Shelf,CAB
Let thy merciful ears O Lord,Weelkes,,,SATB,TRUE,,,Cab 1 102,
Let us now praise famous men,Vaughan Williams,,,SATB,TRUE,,,Shelf,CAB
Let us now praise famous men,Sowerby,,,SATB,TRUE,,,Shelf,CB10
Let us with a gladsome mind,Nicholson,,,SATB,TRUE,,,Shelf,SB1
Lift thine eyes,Mendelssohn,,,SATB,TRUE,,,Cab 2 59,
Lift up your heads,Jackson,Francis,,SATB,TRUE,,,Shelf,AC420th
Lift up your heads,Kitson,,,SATB,TRUE,,,Cab 2 60,
"Lift up your heads, O ye gates",Mathias,William,,SATB,TRUE,,,Shelf,AFC1
"Lift up your heads, ye mighty gates",Shephard,Richard,,S(A)(Men),TRUE,,,Shelf,EFA
Light of the world,Elgar,,,SATB,TRUE,,,Shelf,AWTEFC
Like as the hart,Howells,Herbert,,SATB,TRUE,,,Shelf,AC420th
Like as the hart,Rawsthorne,,,SATB,TRUE,,,Shelf,AWTEFC
Like as the hart,Novello,,,SATB,TRUE,,,Shelf,SB9
Like the murmur of a doves song,Smith,Alan,,V1(2),TRUE,,,Shelf,FA1
Listen sweet dove,Ives,Grayston,,SATB,TRUE,,,Shelf,EAC1
Listen sweet dove,Ives,Grayston,,SATB,TRUE,,,Shelf,RSCM Guildford fest
Listen sweet dove,Ives,Grayston,,SATB,TRUE,,,Cab 2 38A,
Litany,Tallis,,,SATB,TRUE,,,Cab 1 49,
Litany ASB,Marshall,,,SATB,TRUE,,,Shelf,AWTEFC
Litany ASB,?,,,SATB,TRUE,,,Cab 2 35,
Litany BCP,Loosemore,,,SATB,TRUE,,,Shelf,AWTEFC
Litany of the Holy Spirit,Hurford,Peter,,Unison Descant,TRUE,,,Shelf,EFA
Litany series II,Tallis,,,SATB,TRUE,,,Cab 2 10,
Litany series II,Sarum,,,SATB,TRUE,,,Cab 2 9,
Litany to the Holy Spirit,Hurford,,,SATB,TRUE,,,Cab 1 113,
Lo round the throne,Ley,,,SATB,TRUE,,,Shelf,CAB
Lo round the throne,Ley,,,SATB,TRUE,,,Shelf,FSB3
Lo round the throne,Ley,,,SATB,TRUE,,,Cab 3 28,
Lo star led chiefs,Crotch,,,SATB,TRUE,,,Shelf,CAB
Lo the maker,Cook,,,SATB,TRUE,,,Cab 2 C68,
"Lo, God is here",Jackson,Francis,,SATB,TRUE,,,Shelf,AFC1
Locus iste,Bruckner,Anton,,SATB,FALSE,,,Shelf,ESM
Locus iste,Bruckner,,,SATB,TRUE,,,Cab 2 61,
Long long ago,Howells,Herbert,,SATB,TRUE,,,Cab 2 C67,
Look down upon us,Magdaley,,,SATB,TRUE,,,Shelf,MFHC
Lord for thy tender mercies sake,Farrant,,,SATB,TRUE,,,Shelf,AWTEFC
Lord for thy tender mercies sake,Tye,,,SATB,FALSE,,,Shelf,CAB
Lord for thy tender mercies sake,Farrant,,,SATB,TRUE,,,Shelf,COC
Lord for thy tender mercies sake,Farrant,,,SATB,TRUE,,,Cab 1 3,
Lord have mercy upon us,Kendrick,Graham,,SATB,TRUE,,,Shelf,SWAMS
Lord hear my prayer,Byrd,,,SATB,TRUE,,,Shelf,RSCM Guildford fest
Lord how long wilt thou,Purcell,,,SATB,TRUE,,,Cab 2 15A,
Lord I flee to thee for refuge,Mendelssohn,,,SATB,TRUE,,,Shelf,CAB
Lord I trust thee,Handel,,,SATB,TRUE,,,Shelf,FSB7
Lord in this thy mercies day,Cooke,,,SATB,TRUE,,,Shelf,7WD
Lord inThy mercy,Mendelssohn,Felix,,S(A)(Men),TRUE,,,Shelf,FA1
Lord it belongs not to my care,Walford Davies,,,SATB,TRUE,,,Shelf,CAB
lord make my heart a place,Lyndon-Jones,Laurence,,SS,TRUE,,,Shelf,E&EL2017
Lord my trust is in thy mercy,Mendelssohn,,,SATB,TRUE,,,Shelf,CAB
Lord see thy servants,Bach,,,SATB,TRUE,,,Shelf,FSB5
"Lord that descendedst, Holy child",Gritton,Eric,,SATB,TRUE,,,Shelf,AFC1
Lord the light of your love,Kendrick,Graham,,SATB,TRUE,,,Shelf,SWAMS
"Lord, for thy tender mercy's sake",Farrant,Richard,,S(A)(Men),TRUE,,,Shelf,EFA
"Lord, how long",Greene,,,SATB,TRUE,,,Cab 4 12,
"Lord, I trust thee",Handel,,,SATB,TRUE,,,Shelf,AFC1
"Lord, Thou hast told us",Bax,Arnold,,SATB,FALSE,,,Shelf,AC420th
Lords praier,Stone,Robert,,SATB,TRUE,,,Cab 2 87,
Love divine,Mozart,,,SATB,TRUE,,,Shelf,AUPS2
Love divine all loves excelling,Nicholson,,,SATB,TRUE,,,Shelf,SNCB
Love divine all loves excelling,Nicholson,,,SATB,TRUE,,,Shelf,TGOL
Love is come again,Tamblyn,Bill,,SSAA,FALSE,,,Shelf,EAC2
Love is come again,-,,OBC,SATB,TRUE,,,Cab 1 C25,
Love one another,Wesley,,,SATB,TRUE,,,Shelf,AUPS1
Love one another,Wesley,,,SATB,TRUE,,,Shelf,CAB
Lullaby my sweet baby,Byrd,,,SATB,TRUE,,,Cab 1 7A,
Lullay my lyking,Holst,,,SATB,TRUE,,,Cab 2 C69,
Magnificat,Buxtehude,Dietrich,,SSATB,TRUE,,,Shelf,ESM
Magnificat,Shera,Frank Henley,,S(A)(Men),TRUE,,,Shelf,FA1
Magnificat,Pergolesi,,,SATB,TRUE,,,Shelf,
Magnificat,Vivaldi,,,SATB,TRUE,,,Shelf,
Magnificat,Tone VI,,,SATB,FALSE,,,Cab 2 37,
Magnificat and nunc dimittis,Wesley,,,SATB,TRUE,,,Shelf,SB7
Magnificat and nunc dimittis,Morley,,,SATB,TRUE,,,Cab 3 4,
Magnificat and nunc dimittis,Murrill,,,SATB,TRUE,,,Cab 3 5,
Magnificat and nunc dimittis from short service,Gibbons,,,SATB,TRUE,,,Cab 4 13,
Magnificat and nunc dimittis in A,Sumsion,,,SATB,TRUE,,,Shelf,CB10
Magnificat and nunc dimittis in A,Harris,,,SATB,TRUE,,,Shelf,CSB5
Magnificat and nunc dimittis in A,Sumsion,,,SATB,TRUE,,,Cab 4 4,
Magnificat and nunc dimittis in A flat,Harwood,,,SATB,TRUE,,,Cab 3 2,
Magnificat and nunc dimittis in A minor,Harris,,,SATB,TRUE,,,Shelf,CSB3
Magnificat and nunc dimittis in B flat,Stanford,,,SATB,TRUE,,,Cab 3 33,
Magnificat and nunc dimittis in B minor,Noble,Tertius,,SATB,TRUE,,,Shelf,FSB 1961/62
Magnificat and nunc dimittis in B minor,Noble,Tertius,,SATB,TRUE,,,Cab 3 6,
Magnificat and nunc dimittis in C,Stanford,,,SATB,TRUE,,,Cab 3 7,
Magnificat and nunc dimittis in C,Vaughan Williams,,,SATB,TRUE,,,Cab 3 12,
Magnificat and nunc dimittis in C minor,Dyson,,,SATB,TRUE,,,Cab 4 11,
Magnificat and nunc dimittis in C minor,Wood,,,SATB,TRUE,,,Cab 3 13,
Magnificat and nunc dimittis in D,Wills,,,SATB,TRUE,,,Shelf,FSB5
Magnificat and nunc dimittis in D,Bairstow,,,SATB,TRUE,,,Cab 4 15,
Magnificat and nunc dimittis in D,Wood,,,SATB,TRUE,,,Cab 3 14,
Magnificat and nunc dimittis in D flat,Nicholson,,,SATB,TRUE,,,Shelf,SNCB
Magnificat and nunc dimittis in D flat,Nicholson,,,SATB,TRUE,,,Cab 4 8,
Magnificat and nunc dimittis in D minor,Walmisley,,,SATB,TRUE,,,Cab 3 9,
Magnificat and nunc dimittis in E,Statham,Heathcote,,SATB,TRUE,,,Shelf,CSB2
Magnificat and nunc dimittis in E,Watson,Sidney,,SATB,TRUE,,,Cab 3 19,
Magnificat and nunc dimittis in E,Whitfield,Clarke,,SATB,TRUE,,,Cab 3 11,
Magnificat and nunc dimittis in E flat,Willan,Healey,,SATB,TRUE,,,Shelf,CSB4
Magnificat and nunc dimittis in E flat,Wood,,,SATB,TRUE,,,Shelf,FSB9
Magnificat and nunc dimittis in E flat,Willan,Healey,,SATB,TRUE,,,Cab 3 36,
Magnificat and nunc dimittis in E flat GL,Lloyd,,,SATB,TRUE,,,GL,
Magnificat and nunc dimittis in F,Dyson,,,SATB,TRUE,,,Cab 3 39,
Magnificat and nunc dimittis in F,Wesley,,,SATB,TRUE,,,Cab 3 10,
Magnificat and nunc dimittis in F minor,Holman,,,SATB,TRUE,,,Shelf,CSB3
Magnificat and nunc dimittis in G,McPherson,Charles,,SATB,TRUE,,,Shelf,CSB2
Magnificat and nunc dimittis in G,Stanford,,,SATB,TRUE,,,Cab 3 41,
Magnificat and nunc dimittis in G,Sumsion,,,SATB,TRUE,,,Cab 3 8,
Magnificat and nunc dimittis in G,Sumsion,,,SATB,TRUE,,,Cab 1 125,
Magnificat and nunc dimittis in G minor,Purcell,,,SATB,TRUE,,,Cab 4 3,
Magnificat and nunc dimittis plain song with FB,Andreas,Carolus,,SATB,TRUE,,,Shelf,CSB5
Magnificat and nunc dimittis plainsong with FB,Nicholson,,,SATB,TRUE,,,Shelf,SB5
Magnificat and nunc dimittis plainsong with FB,Andreas,Carolus,,SATB,TRUE,,,Shelf,
Magnificat and nunc dimittis second service,Byrd,,,SATB,TRUE,,,Cab 4 14,
Magnificat and nunc dimittis un G  GL,Cooke,,,SATB,TRUE,,,GL,
Magnificat and nunc dimittis with FB,Morley,Thomas,Knight,SATB,TRUE,,,Shelf,SB10
Magnificat and nunc dimittis with FB,Willan,Healey,,SATB,TRUE,,,Shelf,SB3
Majesty,Hayford,Jack,,SATB,TRUE,,,Shelf,SWAMS
Make a joyful noise,Mathias,William,,SATB,TRUE,,,Shelf,AC420th
Make a joyful noise unto the Lord,Matthias,,,SATB,TRUE,,,Shelf,FSB5
Make me a channel,Temple,Sebastian,,SATB,TRUE,,,Shelf,SWAMS
Make me a light,Wilby,Philip,,S,TRUE,,,Shelf,EAC2
Man that is born of woman,Parry,,,SATB,TRUE,,,Shelf,CAB
Mary's boy child,Hairston,Jeston,,SATB,TRUE,,,Cab 1 C42,
Mary's child,Hay,Francis,,SATB,TRUE,,,Cab 1 C40,
Mass of five voices,Appleford,,,SATB,TRUE,,,Cab 4,
Masters in this hall,Trad,,David Wilcocks,SATB,TRUE,,,Shelf,FSB9
Mater Ora Filium,Wood,Charles,Harrison Oxley,S,TRUE,,,Shelf,EAC2
"Mathew, Mark and Luke and John",How,,,SATB,TRUE,,,Cab 1 58,
May the fragrance of Jesus,Kendrick,Graham,,SATB,TRUE,,,Shelf,SWAMS
May the road rise up to meet you,Joilffe,Edmund,,V1(2),TRUE,,,Shelf,EFA
Meekness and majesty,Kendrick,Graham,,SATB,TRUE,,,Shelf,SWAMS
Michael : descant,Swinburn,,,SATB,TRUE,,,Cab 1 122,
"Mighty, glorious is God the Father",Bach,Johann,,SATB,TRUE,,,Shelf,E&EL2017
Miserere,Allegri,Gregorio,,SSATB,FALSE,,,Shelf,ESM
Miserere mei,Dering,Richard,,SATB,TRUE,,,Shelf,Two part latin anthems
Missa brevis,Carter,,,SATB,TRUE,,,Shelf,
Missa brevissima,Casciolini,,,SATB,TRUE,,,Shelf,
Missa de angelis,-,,Burgess Francis,SATB,TRUE,,,Shelf,MFHC
Missa de sancta maria magdalena,Willan,Healey,,SATB,TRUE,,,Shelf,MFHC
Missa O magnum mysterium,Victoria,Tomas,,SATB,TRUE,,,Cab 4,
Missa O Quam Gloriosum,Victoria,Tomas,,SATB,FALSE,,,Cab 4,
Missa sanctae mariae,Oldroyd,,,SATB,TRUE,,,Cab 4,
Missa sanctae trinitatis,Statham,,,SATB,TRUE,,,Shelf,
Modal mass,Shaw,Martin,,SATB,TRUE,,,Cab 4,
Moses I know you're the man,White,Estelle,,SATB,TRUE,,,Shelf,SWAMS
Most glorious Lord of life,Harris,,,SATB,TRUE,,,Shelf,AWTEFC
Most glorious Lord of life,Harris,,,SATB,TRUE,,,Shelf,RSCM Guildford fest
Most glorious Lord of lyfe,Gibbs,,,SATB,TRUE,,,Shelf,CAB
Most glorious Lord of lyfe!,Lord,David,,SATB,TRUE,,,Shelf,AFC1
Motet O quam gloriosum est regnum,Victoria,Tomas,,SATB,FALSE,,,Cab 4,
